tool,timeout,benchmark,run_number,cut,tests,failing,instructions_total,instructions_covered,instructions_coverage_ratio,lines_total,lines_covered,lines_coverage_ratio,branches_total,branches_covered,branches_coverage_ratio,complexity_total,complexity_covered,complexity_coverage_ratio
evosuite-mo,120,SEATA-29,2,io.seata.core.rpc.DefaultServerMessageListenerImpl,11,7,308,103,33.44,68,27,39.71,24,7,29.17,21,10,47.62
evosuite-mo,120,SEATA-29,3,io.seata.core.rpc.DefaultServerMessageListenerImpl,11,7,308,103,33.44,68,27,39.71,24,7,29.17,21,10,47.62
evosuite-mo,120,FASTJSON-39,1,com.alibaba.fastjson.serializer.StringCodec,24,1,137,126,91.97,45,42,93.33,20,19,95.0,17,16,94.12
evosuite-mo,120,FASTJSON-39,2,com.alibaba.fastjson.serializer.StringCodec,24,1,137,126,91.97,45,42,93.33,20,19,95.0,17,16,94.12
evosuite-mo,120,FASTJSON-39,3,com.alibaba.fastjson.serializer.StringCodec,24,1,137,126,91.97,45,42,93.33,20,19,95.0,17,16,94.12
evosuite-mo,120,GUAVA-174,1,com.google.common.collect.TopKSelector,22,1,381,292,76.64,79,63,79.75,36,24,66.67,31,22,70.97
evosuite-mo,120,GUAVA-174,2,com.google.common.collect.TopKSelector,22,1,381,292,76.64,79,63,79.75,36,24,66.67,31,22,70.97
evosuite-mo,120,GUAVA-174,3,com.google.common.collect.TopKSelector,22,1,381,292,76.64,79,63,79.75,36,24,66.67,31,22,70.97
evosuite-mo,120,FASTJSON-79,1,com.alibaba.fastjson.parser.ParserConfig,82,35,2617,1953,74.63,518,378,72.97,410,240,58.54,241,97,40.25
evosuite-mo,120,FASTJSON-79,2,com.alibaba.fastjson.parser.ParserConfig,82,35,2617,1953,74.63,518,378,72.97,410,240,58.54,241,97,40.25
evosuite-mo,120,FASTJSON-79,3,com.alibaba.fastjson.parser.ParserConfig,82,35,2617,1953,74.63,518,378,72.97,410,240,58.54,241,97,40.25
evosuite-mo,120,FASTJSON-32,1,com.alibaba.fastjson.support.hsf.HSFJSONUtils,10,1,255,90,35.29,70,25,35.71,28,11,39.29,17,7,41.18
evosuite-mo,120,FASTJSON-32,2,com.alibaba.fastjson.support.hsf.HSFJSONUtils,10,1,255,90,35.29,70,25,35.71,28,11,39.29,17,7,41.18
evosuite-mo,120,FASTJSON-32,3,com.alibaba.fastjson.support.hsf.HSFJSONUtils,10,1,255,90,35.29,70,25,35.71,28,11,39.29,17,7,41.18
evosuite-mo,120,SEATA-21,1,io.seata.core.rpc.netty.RmRpcClient,3,4,969,14,1.44,211,4,1.9,88,2,2.27,73,2,2.74
evosuite-mo,120,SEATA-21,2,io.seata.core.rpc.netty.RmRpcClient,3,4,969,14,1.44,211,4,1.9,88,2,2.27,73,2,2.74
evosuite-mo,120,SEATA-21,3,io.seata.core.rpc.netty.RmRpcClient,3,4,969,14,1.44,211,4,1.9,88,2,2.27,73,2,2.74
evosuite-mo,120,FASTJSON-31,1,com.alibaba.fastjson.serializer.ASMSerializerFactory,39,1,6980,3189,45.69,1364,638,46.77,398,173,43.47,229,78,34.06
evosuite-mo,120,FASTJSON-31,2,com.alibaba.fastjson.serializer.ASMSerializerFactory,39,1,6980,3189,45.69,1364,638,46.77,398,173,43.47,229,78,34.06
evosuite-mo,120,FASTJSON-31,3,com.alibaba.fastjson.serializer.ASMSerializerFactory,39,1,6980,3189,45.69,1364,638,46.77,398,173,43.47,229,78,34.06
evosuite-mo,120,FASTJSON-72,1,com.alibaba.fastjson.serializer.AwtCodec,50,1,787,530,67.34,192,127,66.15,106,65,61.32,65,38,58.46
evosuite-mo,120,FASTJSON-72,2,com.alibaba.fastjson.serializer.AwtCodec,50,1,787,530,67.34,192,127,66.15,106,65,61.32,65,38,58.46
evosuite-mo,120,FASTJSON-72,3,com.alibaba.fastjson.serializer.AwtCodec,50,1,787,530,67.34,192,127,66.15,106,65,61.32,65,38,58.46
evosuite-mo,120,SEATA-24,1,io.seata.core.protocol.transaction.BranchReportRequest,34,5,336,336,100.0,88,88,100.0,22,21,95.45,29,28,96.55
evosuite-mo,120,SEATA-24,2,io.seata.core.protocol.transaction.BranchReportRequest,34,5,336,336,100.0,88,88,100.0,22,21,95.45,29,28,96.55
evosuite-mo,120,SEATA-24,3,io.seata.core.protocol.transaction.BranchReportRequest,34,5,336,336,100.0,88,88,100.0,22,21,95.45,29,28,96.55
evosuite-mo,120,SEATA-25,1,io.seata.core.rpc.netty.NettyPoolableFactory,19,7,261,113,43.3,60,35,58.33,36,17,47.22,27,12,44.44
evosuite-mo,120,SEATA-25,2,io.seata.core.rpc.netty.NettyPoolableFactory,19,7,261,113,43.3,60,35,58.33,36,17,47.22,27,12,44.44
evosuite-mo,120,SEATA-25,3,io.seata.core.rpc.netty.NettyPoolableFactory,19,7,261,113,43.3,60,35,58.33,36,17,47.22,27,12,44.44
evosuite-mo,120,SEATA-26,1,io.seata.core.rpc.netty.TmRpcClient,2,1,723,3,0.41,162,1,0.62,62,0,0.0,57,1,1.75
evosuite-mo,120,SEATA-26,2,io.seata.core.rpc.netty.TmRpcClient,2,1,723,3,0.41,162,1,0.62,62,0,0.0,57,1,1.75
evosuite-mo,120,SEATA-26,3,io.seata.core.rpc.netty.TmRpcClient,2,1,723,3,0.41,162,1,0.62,62,0,0.0,57,1,1.75
evosuite-mo,120,SPOON-159,1,spoon.reflect.visitor.ModelConsistencyChecker,5,1,165,101,61.21,26,21,80.77,22,11,50.0,15,7,46.67
evosuite-mo,120,SPOON-159,2,spoon.reflect.visitor.ModelConsistencyChecker,5,1,165,101,61.21,26,21,80.77,22,11,50.0,15,7,46.67
evosuite-mo,120,SPOON-159,3,spoon.reflect.visitor.ModelConsistencyChecker,5,1,165,101,61.21,26,21,80.77,22,11,50.0,15,7,46.67
evosuite-mo,120,GUAVA-249,1,com.google.common.io.FileBackedOutputStream,25,1,188,188,100.0,50,50,100.0,16,16,100.0,20,20,100.0
evosuite-mo,120,GUAVA-249,2,com.google.common.io.FileBackedOutputStream,25,1,188,188,100.0,50,50,100.0,16,16,100.0,20,20,100.0
evosuite-mo,120,GUAVA-249,3,com.google.common.io.FileBackedOutputStream,25,1,188,188,100.0,50,50,100.0,16,16,100.0,20,20,100.0
evosuite-mo,120,SPOON-151,1,spoon.support.compiler.jdt.JDTBatchCompiler,12,12,376,0,0.0,76,0,0.0,40,0,0.0,28,0,0.0
evosuite-mo,120,SPOON-151,2,spoon.support.compiler.jdt.JDTBatchCompiler,12,12,376,0,0.0,76,0,0.0,40,0,0.0,28,0,0.0
evosuite-mo,120,SPOON-151,3,spoon.support.compiler.jdt.JDTBatchCompiler,12,12,376,0,0.0,76,0,0.0,40,0,0.0,28,0,0.0
evosuite-mo,120,SPOON-9,1,spoon.support.reflect.cu.position.SourcePositionImpl,54,3,422,364,86.26,78,74,94.87,56,47,83.93,46,37,80.43
evosuite-mo,120,SPOON-9,2,spoon.support.reflect.cu.position.SourcePositionImpl,54,3,422,364,86.26,78,74,94.87,56,47,83.93,46,37,80.43
evosuite-mo,120,SPOON-9,3,spoon.support.reflect.cu.position.SourcePositionImpl,54,3,422,364,86.26,78,74,94.87,56,47,83.93,46,37,80.43
evosuite-mo,120,SPOON-155,1,spoon.support.compiler.jdt.JDTSnippetCompiler,0,0,156,0,0.0,25,0,0.0,8,0,0.0,11,0,0.0
evosuite-mo,120,SPOON-155,2,spoon.support.compiler.jdt.JDTSnippetCompiler,0,0,156,0,0.0,25,0,0.0,8,0,0.0,11,0,0.0
evosuite-mo,120,SPOON-155,3,spoon.support.compiler.jdt.JDTSnippetCompiler,0,0,156,0,0.0,25,0,0.0,8,0,0.0,11,0,0.0
evosuite-mo,120,SPOON-157,1,spoon.support.DefaultCoreFactory,0,0,1515,0,0.0,429,0,0.0,160,0,0.0,173,0,0.0
evosuite-mo,120,SPOON-157,2,spoon.support.DefaultCoreFactory,0,0,1515,0,0.0,429,0,0.0,160,0,0.0,173,0,0.0
evosuite-mo,120,SPOON-157,3,spoon.support.DefaultCoreFactory,0,0,1515,0,0.0,429,0,0.0,160,0,0.0,173,0,0.0
evosuite-mo,60,GUAVA-260,1,com.google.common.collect.TreeRangeMap,16,1,340,171,50.29,86,49,56.98,36,15,41.67,39,24,61.54
evosuite-mo,60,GUAVA-260,2,com.google.common.collect.TreeRangeMap,16,1,340,171,50.29,86,49,56.98,36,15,41.67,39,24,61.54
evosuite-mo,60,GUAVA-260,3,com.google.common.collect.TreeRangeMap,16,1,340,171,50.29,86,49,56.98,36,15,41.67,39,24,61.54
evosuite-mo,60,SEATA-19,1,io.seata.core.protocol.RegisterRMRequest,30,2,228,228,100.0,62,62,100.0,26,26,100.0,21,21,100.0
evosuite-mo,60,SEATA-19,2,io.seata.core.protocol.RegisterRMRequest,30,2,228,228,100.0,62,62,100.0,26,26,100.0,21,21,100.0
evosuite-mo,60,SEATA-19,3,io.seata.core.protocol.RegisterRMRequest,30,2,228,228,100.0,62,62,100.0,26,26,100.0,21,21,100.0
evosuite-mo,60,FASTJSON-25,1,com.alibaba.fastjson.parser.deserializer.ResolveFieldDeserializer,13,1,137,111,81.02,43,37,86.05,12,8,66.67,11,9,81.82
evosuite-mo,60,FASTJSON-25,2,com.alibaba.fastjson.parser.deserializer.ResolveFieldDeserializer,13,1,137,111,81.02,43,37,86.05,12,8,66.67,11,9,81.82
evosuite-mo,60,FASTJSON-25,3,com.alibaba.fastjson.parser.deserializer.ResolveFieldDeserializer,13,1,137,111,81.02,43,37,86.05,12,8,66.67,11,9,81.82
evosuite-mo,60,FASTJSON-26,1,com.alibaba.fastjson.parser.deserializer.MapDeserializer,9,1,843,66,7.83,198,18,9.09,126,13,10.32,71,8,11.27
evosuite-mo,60,FASTJSON-26,2,com.alibaba.fastjson.parser.deserializer.MapDeserializer,9,1,843,66,7.83,198,18,9.09,126,13,10.32,71,8,11.27
evosuite-mo,60,FASTJSON-26,3,com.alibaba.fastjson.parser.deserializer.MapDeserializer,9,1,843,66,7.83,198,18,9.09,126,13,10.32,71,8,11.27
evosuite-mo,60,GUAVA-6,1,com.google.common.base.Throwables,49,1,311,272,87.46,92,77,83.7,38,32,84.21,39,32,82.05
evosuite-mo,60,GUAVA-6,2,com.google.common.base.Throwables,49,1,311,272,87.46,92,77,83.7,38,32,84.21,39,32,82.05
evosuite-mo,60,GUAVA-6,3,com.google.common.base.Throwables,49,1,311,272,87.46,92,77,83.7,38,32,84.21,39,32,82.05
evosuite-mo,60,GUAVA-85,1,com.google.common.base.CaseFormat,47,1,210,210,100.0,30,30,100.0,12,12,100.0,13,13,100.0
evosuite-mo,60,GUAVA-85,2,com.google.common.base.CaseFormat,47,1,210,210,100.0,30,30,100.0,12,12,100.0,13,13,100.0
evosuite-mo,60,GUAVA-85,3,com.google.common.base.CaseFormat,47,1,210,210,100.0,30,30,100.0,12,12,100.0,13,13,100.0
evosuite-mo,60,FASTJSON-64,1,com.alibaba.fastjson.serializer.JSONSerializer,95,3,687,573,83.41,185,160,86.49,108,80,74.07,94,73,77.66
evosuite-mo,60,FASTJSON-64,2,com.alibaba.fastjson.serializer.JSONSerializer,95,3,687,573,83.41,185,160,86.49,108,80,74.07,94,73,77.66
evosuite-mo,60,FASTJSON-64,3,com.alibaba.fastjson.serializer.JSONSerializer,95,3,687,573,83.41,185,160,86.49,108,80,74.07,94,73,77.66
evosuite-mo,60,SEATA-12,1,io.seata.core.rpc.netty.ShutdownHook,6,9,85,40,47.06,25,11,44.0,8,0,0.0,12,4,33.33
evosuite-mo,60,SEATA-12,2,io.seata.core.rpc.netty.ShutdownHook,6,9,85,40,47.06,25,11,44.0,8,0,0.0,12,4,33.33
evosuite-mo,60,SEATA-12,3,io.seata.core.rpc.netty.ShutdownHook,6,9,85,40,47.06,25,11,44.0,8,0,0.0,12,4,33.33
evosuite-mo,60,SEATA-14,1,io.seata.core.protocol.transaction.BranchRegisterRequest,33,5,360,360,100.0,95,95,100.0,32,32,100.0,32,32,100.0
evosuite-mo,60,SEATA-14,2,io.seata.core.protocol.transaction.BranchRegisterRequest,33,5,360,360,100.0,95,95,100.0,32,32,100.0,32,32,100.0
evosuite-mo,60,SEATA-14,3,io.seata.core.protocol.transaction.BranchRegisterRequest,33,5,360,360,100.0,95,95,100.0,32,32,100.0,32,32,100.0
evosuite-mo,60,SEATA-15,1,io.seata.core.rpc.netty.RpcServer,2,1,432,4,0.93,102,1,0.98,44,0,0.0,41,1,2.44
evosuite-mo,60,SEATA-15,2,io.seata.core.rpc.netty.RpcServer,2,1,432,4,0.93,102,1,0.98,44,0,0.0,41,1,2.44
evosuite-mo,60,SEATA-15,3,io.seata.core.rpc.netty.RpcServer,2,1,432,4,0.93,102,1,0.98,44,0,0.0,41,1,2.44
evosuite-mo,60,SEATA-16,1,io.seata.core.store.StoreMode,6,1,59,59,100.0,7,7,100.0,4,4,100.0,4,4,100.0
evosuite-mo,60,SEATA-16,2,io.seata.core.store.StoreMode,6,1,59,59,100.0,7,7,100.0,4,4,100.0,4,4,100.0
evosuite-mo,60,SEATA-16,3,io.seata.core.store.StoreMode,6,1,59,59,100.0,7,7,100.0,4,4,100.0,4,4,100.0
evosuite-mo,60,FASTJSON-9,1,com.alibaba.fastjson.parser.deserializer.JavaObjectDeserializer,6,1,84,35,41.67,19,6,31.58,18,9,50.0,13,6,46.15
evosuite-mo,60,FASTJSON-9,2,com.alibaba.fastjson.parser.deserializer.JavaObjectDeserializer,6,1,84,35,41.67,19,6,31.58,18,9,50.0,13,6,46.15
evosuite-mo,60,FASTJSON-9,3,com.alibaba.fastjson.parser.deserializer.JavaObjectDeserializer,6,1,84,35,41.67,19,6,31.58,18,9,50.0,13,6,46.15
evosuite-mo,60,SPOON-169,1,spoon.support.reflect.code.CtStatementListImpl,4,1,354,20,5.65,80,9,11.25,36,1,2.78,40,4,10.0
evosuite-mo,60,SPOON-169,2,spoon.support.reflect.code.CtStatementListImpl,4,1,354,20,5.65,80,9,11.25,36,1,2.78,40,4,10.0
evosuite-mo,60,SPOON-169,3,spoon.support.reflect.code.CtStatementListImpl,4,1,354,20,5.65,80,9,11.25,36,1,2.78,40,4,10.0
evosuite-mo,60,FASTJSON-4,1,com.alibaba.fastjson.serializer.BooleanCodec,14,1,111,108,97.3,36,35,97.22,16,16,100.0,13,13,100.0
evosuite-mo,60,FASTJSON-4,2,com.alibaba.fastjson.serializer.BooleanCodec,14,1,111,108,97.3,36,35,97.22,16,16,100.0,13,13,100.0
evosuite-mo,60,FASTJSON-4,3,com.alibaba.fastjson.serializer.BooleanCodec,14,1,111,108,97.3,36,35,97.22,16,16,100.0,13,13,100.0
evosuite-mo,60,SEATA-9,1,io.seata.core.rpc.netty.RpcServerHandler,13,1,94,94,100.0,27,27,100.0,8,7,87.5,11,10,90.91
evosuite-mo,60,SEATA-9,2,io.seata.core.rpc.netty.RpcServerHandler,13,1,94,94,100.0,27,27,100.0,8,7,87.5,11,10,90.91
evosuite-mo,60,SEATA-9,3,io.seata.core.rpc.netty.RpcServerHandler,13,1,94,94,100.0,27,27,100.0,8,7,87.5,11,10,90.91
evosuite-mo,60,SEATA-8,1,io.seata.core.protocol.MergedWarpMessage,17,3,192,102,53.13,46,25,54.35,14,8,57.14,14,10,71.43
evosuite-mo,60,SEATA-8,2,io.seata.core.protocol.MergedWarpMessage,17,3,192,102,53.13,46,25,54.35,14,8,57.14,14,10,71.43
evosuite-mo,60,SEATA-8,3,io.seata.core.protocol.MergedWarpMessage,17,3,192,102,53.13,46,25,54.35,14,8,57.14,14,10,71.43
evosuite-mo,60,GUAVA-45,1,com.google.common.primitives.Shorts,0,0,529,0,0.0,103,0,0.0,68,0,0.0,61,0,0.0
evosuite-mo,60,GUAVA-45,2,com.google.common.primitives.Shorts,0,0,529,0,0.0,103,0,0.0,68,0,0.0,61,0,0.0
evosuite-mo,60,GUAVA-45,3,com.google.common.primitives.Shorts,0,0,529,0,0.0,103,0,0.0,68,0,0.0,61,0,0.0
evosuite-mo,60,SPOON-163,1,spoon.pattern.internal.node.MapEntryNode,20,3,155,108,69.68,38,29,76.32,20,12,60.0,19,13,68.42
evosuite-mo,60,SPOON-163,2,spoon.pattern.internal.node.MapEntryNode,20,3,155,108,69.68,38,29,76.32,20,12,60.0,19,13,68.42
evosuite-mo,60,SPOON-163,3,spoon.pattern.internal.node.MapEntryNode,20,3,155,108,69.68,38,29,76.32,20,12,60.0,19,13,68.42
evosuite-mo,60,SEATA-6,1,io.seata.core.rpc.RpcContext,46,5,336,315,93.75,85,81,95.29,32,30,93.75,44,42,95.45
evosuite-mo,60,SEATA-6,2,io.seata.core.rpc.RpcContext,46,5,336,315,93.75,85,81,95.29,32,30,93.75,44,42,95.45
evosuite-mo,60,SEATA-6,3,io.seata.core.rpc.RpcContext,46,5,336,315,93.75,85,81,95.29,32,30,93.75,44,42,95.45
evosuite-mo,60,SPOON-165,1,spoon.reflect.visitor.AstParentConsistencyChecker,4,1,79,48,60.76,15,10,66.67,8,3,37.5,7,4,57.14
evosuite-mo,60,SPOON-165,2,spoon.reflect.visitor.AstParentConsistencyChecker,4,1,79,48,60.76,15,10,66.67,8,3,37.5,7,4,57.14
evosuite-mo,60,SPOON-165,3,spoon.reflect.visitor.AstParentConsistencyChecker,4,1,79,48,60.76,15,10,66.67,8,3,37.5,7,4,57.14
evosuite-mo,60,SEATA-4,1,io.seata.core.protocol.MessageFuture,15,1,101,101,100.0,22,22,100.0,10,10,100.0,14,14,100.0
evosuite-mo,60,SEATA-4,2,io.seata.core.protocol.MessageFuture,15,1,101,101,100.0,22,22,100.0,10,10,100.0,14,14,100.0
evosuite-mo,60,SEATA-4,3,io.seata.core.protocol.MessageFuture,15,1,101,101,100.0,22,22,100.0,10,10,100.0,14,14,100.0
evosuite-mo,60,SPOON-167,1,spoon.support.reflect.CtExtendedModifier,14,1,92,92,100.0,26,26,100.0,16,16,100.0,18,18,100.0
evosuite-mo,60,SPOON-167,2,spoon.support.reflect.CtExtendedModifier,14,1,92,92,100.0,26,26,100.0,16,16,100.0,18,18,100.0
evosuite-mo,60,SPOON-167,3,spoon.support.reflect.CtExtendedModifier,14,1,92,92,100.0,26,26,100.0,16,16,100.0,18,18,100.0
evosuite-mo,60,FASTJSON-17,1,com.alibaba.fastjson.serializer.ClobSeriliazer,7,1,68,61,89.71,24,22,91.67,4,4,100.0,5,5,100.0
evosuite-mo,60,FASTJSON-17,2,com.alibaba.fastjson.serializer.ClobSeriliazer,7,1,68,61,89.71,24,22,91.67,4,4,100.0,5,5,100.0
evosuite-mo,60,FASTJSON-17,3,com.alibaba.fastjson.serializer.ClobSeriliazer,7,1,68,61,89.71,24,22,91.67,4,4,100.0,5,5,100.0
evosuite-mo,60,FASTJSON-15,1,com.alibaba.fastjson.util.IOUtils,150,5,3460,3100,89.6,391,327,83.63,270,197,72.96,155,105,67.74
evosuite-mo,60,FASTJSON-15,2,com.alibaba.fastjson.util.IOUtils,150,5,3460,3100,89.6,391,327,83.63,270,197,72.96,155,105,67.74
evosuite-mo,60,FASTJSON-15,3,com.alibaba.fastjson.util.IOUtils,150,5,3460,3100,89.6,391,327,83.63,270,197,72.96,155,105,67.74
evosuite-mo,60,FASTJSON-59,1,com.alibaba.fastjson.asm.Type,67,1,403,399,99.01,93,91,97.85,62,60,96.77,50,48,96.0
evosuite-mo,60,FASTJSON-59,2,com.alibaba.fastjson.asm.Type,67,1,403,399,99.01,93,91,97.85,62,60,96.77,50,48,96.0
evosuite-mo,60,FASTJSON-59,3,com.alibaba.fastjson.asm.Type,67,1,403,399,99.01,93,91,97.85,62,60,96.77,50,48,96.0
evosuite-mo,60,GUAVA-71,1,com.google.common.collect.SparseImmutableTable,2,1,323,84,26.01,63,22,34.92,14,5,35.71,15,2,13.33
evosuite-mo,60,GUAVA-71,2,com.google.common.collect.SparseImmutableTable,2,1,323,84,26.01,63,22,34.92,14,5,35.71,15,2,13.33
evosuite-mo,60,GUAVA-71,3,com.google.common.collect.SparseImmutableTable,2,1,323,84,26.01,63,22,34.92,14,5,35.71,15,2,13.33
evosuite-mo,60,FASTJSON-50,1,com.alibaba.fastjson.parser.DefaultJSONParser,56,1,3921,698,17.8,947,145,15.31,570,43,7.54,361,46,12.74
evosuite-mo,60,FASTJSON-50,2,com.alibaba.fastjson.parser.DefaultJSONParser,56,1,3921,698,17.8,947,145,15.31,570,43,7.54,361,46,12.74
evosuite-mo,60,FASTJSON-50,3,com.alibaba.fastjson.parser.DefaultJSONParser,56,1,3921,698,17.8,947,145,15.31,570,43,7.54,361,46,12.74
evosuite-mo,60,FASTJSON-93,1,com.alibaba.fastjson.asm.ByteVector,29,1,329,325,98.78,73,72,98.63,24,22,91.67,22,20,90.91
evosuite-mo,60,FASTJSON-93,2,com.alibaba.fastjson.asm.ByteVector,29,1,329,325,98.78,73,72,98.63,24,22,91.67,22,20,90.91
evosuite-mo,60,FASTJSON-93,3,com.alibaba.fastjson.asm.ByteVector,29,1,329,325,98.78,73,72,98.63,24,22,91.67,22,20,90.91
evosuite-mo,60,FASTJSON-104,1,com.alibaba.fastjson.support.spring.FastJsonHttpMessageConverter,1,2,310,7,2.26,82,1,1.22,20,0,0.0,33,1,3.03
evosuite-mo,60,FASTJSON-104,2,com.alibaba.fastjson.support.spring.FastJsonHttpMessageConverter,1,2,310,7,2.26,82,1,1.22,20,0,0.0,33,1,3.03
evosuite-mo,60,FASTJSON-104,3,com.alibaba.fastjson.support.spring.FastJsonHttpMessageConverter,1,2,310,7,2.26,82,1,1.22,20,0,0.0,33,1,3.03
evosuite-mo,60,FASTJSON-105,1,com.alibaba.fastjson.JSONReader,82,1,520,457,87.88,157,145,92.36,63,52,82.54,67,57,85.07
evosuite-mo,60,FASTJSON-105,2,com.alibaba.fastjson.JSONReader,82,1,520,457,87.88,157,145,92.36,63,52,82.54,67,57,85.07
evosuite-mo,60,FASTJSON-105,3,com.alibaba.fastjson.JSONReader,82,1,520,457,87.88,157,145,92.36,63,52,82.54,67,57,85.07
evosuite-mo,60,GUAVA-78,1,com.google.common.collect.Queues,26,1,264,163,61.74,75,43,57.33,26,17,65.38,33,23,69.7
evosuite-mo,60,GUAVA-78,2,com.google.common.collect.Queues,26,1,264,163,61.74,75,43,57.33,26,17,65.38,33,23,69.7
evosuite-mo,60,GUAVA-78,3,com.google.common.collect.Queues,26,1,264,163,61.74,75,43,57.33,26,17,65.38,33,23,69.7
evosuite-mo,60,SPOON-11,1,spoon.reflect.factory.TypeFactory,13,1,1027,589,57.35,217,124,57.14,70,30,42.86,87,49,56.32
evosuite-mo,60,SPOON-11,2,spoon.reflect.factory.TypeFactory,13,1,1027,589,57.35,217,124,57.14,70,30,42.86,87,49,56.32
evosuite-mo,60,SPOON-11,3,spoon.reflect.factory.TypeFactory,13,1,1027,589,57.35,217,124,57.14,70,30,42.86,87,49,56.32
